audit_id,detection_event_id,detector,saved_label,recomputed_label,validation_result,issues
semantic__insertion__11609,11609,insertion,confirmado,confirmado,valid,
semantic__insertion__12110,12110,insertion,confirmado,confirmado,valid,
semantic__insertion__12281,12281,insertion,confirmado,confirmado,valid,
semantic__insertion__12402,12402,insertion,confirmado,confirmado,valid,
semantic__insertion__12738,12738,insertion,confirmado,confirmado,valid,
semantic__insertion__12955,12955,insertion,confirmado,confirmado,valid,
semantic__insertion__13948,13948,insertion,confirmado,confirmado,valid,
semantic__insertion__15429,15429,insertion,confirmado,confirmado,valid,
semantic__insertion__16011,16011,insertion,confirmado,confirmado,valid,
semantic__insertion__16138,16138,insertion,confirmado,confirmado,valid,
semantic__insertion__16624,16624,insertion,confirmado,confirmado,valid,
semantic__insertion__16725,16725,insertion,confirmado,confirmado,valid,
semantic__insertion__17020,17020,insertion,confirmado,confirmado,valid,
semantic__insertion__17416,17416,insertion,confirmado,confirmado,valid,
