split_order,split,role,start_date,end_date,feature,matrices,transformation,rows,psi,psi_level,ks_approx,ks_level,drift_level,reference_median,current_median,median_shift,reference_iqr,current_iqr,iqr_ratio,reference_zero_share,current_zero_share,zero_share_delta,outside_training_range_share,outside_training_robust_fence_share,current_min,current_max,current_mean,current_std,psi_bins,ks_grid_points
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,block_tx_count_log,B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,0.006670881384752894,0.006670881384752894,0.0,0.0,0.03320367365624718,-10.846099436456571,5.078861744196001,0.07341940193149847,0.9048586505484671,10,101
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,sender_tx_count_block_log,B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.850543916635783,0.850543916635783,0.0,0.0,0.14945608336421703,0.0,4.890349128221754,0.12636887264301275,0.4061187940669514,3,8
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,receiver_tx_count_block_log,B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,0.5684948784946605,0.5684948784946605,0.0,0.0,0.030224823028555232,0.0,5.193744809479722,0.5441918140458447,0.8233289137112377,6,27
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,gas_price_rank_block,B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.45121951219512196,0.45121951219512196,0.0,0.507182320441989,0.507182320441989,1.0,0.024048184816426187,0.024048184816426187,0.0,0.0,0.0,0.0,1.0,0.46131707839815494,0.2968447320143557,10,99
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,hour_sin,B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.4142135623730954,1.4142135623730954,1.0,0.03954661675443869,0.03954661675443869,0.0,0.0,0.0,-1.0,1.0,-0.019915926748595516,0.7064704908747367,10,27
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,hour_cos,B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,-1.8369701987210297e-16,-1.8369701987210297e-16,0.0,1.4142135623730954,1.4142135623730954,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.026333125855118655,0.7069721910801241,10,26
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,weekday_sin,B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.5636629649360598,1.5636629649360598,1.0,0.13526224162791928,0.13526224162791928,0.0,0.0,0.0,-0.9749279121818236,0.9749279121818236,0.01057382733405905,0.7113246529422382,10,14
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,weekday_cos,B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,-0.22252093395631434,-0.22252093395631434,0.0,1.5244586697611526,1.5244586697611526,1.0,0.0,0.0,0.0,0.0,0.0,-0.9009688679024191,1.0,-0.01162748708985656,0.7026880852779819,8,10
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,gas_limit_log,C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0,0.00017876218089860697,0.00017876218089860697,0.0,0.0,0.0007820066833386796,-0.5883856225469472,2.4813584064188525,0.039945904490245515,0.5123658299835183,9,73
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,transaction_fee_paid_log,C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.006683338679589034,-2.1528992943183263,5.3256264218126415,0.03417320910020026,0.7456892487739535,10,101
